2011,1,1.0855,0.65898,0.58281,1.0291,1.2681,0.060587,0.66926,0.354,0.9535,0.44045,0.5628,0.7958,1.3633,0.52933,1.1274,0.41712,1.3303,0.61403,2.6608,0.84053,0.74248,0.62368
2011,2,0.88798,0.5725,0.45835,0.36492,0.91885,0.31917,0.33924,0.24092,0.71638,0.23624,0.44503,0.29348,0.57736,0.27775,0.48432,0.2772,0.95909,0.49077,1.6579,0.39218,0.63378,0.41393
2011,3,0.86906,0.79693,0.54415,0.33979,0.87393,1.1555,0.35068,0.25383,0.80725,0.35316,0.57437,0.12997,0.51871,0.22172,0.23309,0.3246,0.81023,0.93518,1.2943,0.48418,0.86952,0.67521
2011,4,0.74038,0.60952,0.40961,0.63719,0.70322,1.4939,0.42662,0.20143,0.72922,0.41477,0.48844,0.31872,0.91091,0.29952,0.33776,0.2976,0.65464,0.96237,1.0148,0.78324,0.82519,0.59735
2011,5,1.2672,1.9027,0.99238,1.596,1.3634,3.8574,1.469,0.48196,1.598,1.2988,1.3819,1.1002,1.6623,0.70723,1.0079,0.75975,1.0113,2.1472,1.5729,1.3878,2.0467,1.6642
2011,6,2.2537,2.6195,1.4656,6.7103,1.8905,5.3073,5.8522,0.88633,2.7905,4.4323,5.9171,4.6144,2.6416,2.6242,2.5191,1.7715,1.2474,2.9634,2.0551,3.7494,3.0656,5.6824
2011,7,8.477,3.945,7.7616,3.859,2.9812,5.7423,7.0045,4.348,6.9385,5.6511,9.4523,2.5699,3.0839,1.7129,4.7393,5.4851,1.5631,3.5381,2.5067,3.2016,4.3068,6.7025
2011,8,6.7828,3.6825,7.9249,3.5271,4.9198,3.9358,5.2681,3.5087,5.1087,5.211,8.5322,2.467,2.6418,1.1945,3.1551,3.9937,1.6813,3.5335,2.5436,2.0265,4.5546,6.495
2011,9,1.3133,2.4459,1.4408,3.9259,2.855,3.5358,3.6052,1.2521,2.9685,2.3931,2.6805,2.5778,5.733,1.775,5.3133,2.0331,1.5274,3.0726,2.5055,3.1536,3.4547,2.3137
2011,10,1.1725,1.9785,1.6596,3.9373,2.353,1.7004,2.2219,0.89386,2.5871,1.9568,2.2418,4.9056,6.8087,1.8453,5.1676,1.1062,1.187,2.0745,2.4958,4.6812,2.6139,2.2651
2011,11,1.0485,1.2699,1.2492,3.9017,1.6508,1.7226,1.733,0.60801,1.8921,1.2712,1.5276,2.41,6.7323,0.7701,2.3153,0.80181,0.98568,1.2753,3.0859,4.6756,1.6788,1.8506
2011,12,0.82082,0.68778,0.87001,2.5968,0.98875,0.24201,0.87968,0.30744,1.0626,0.5451,0.90934,2.0454,6.1737,0.71822,1.9297,0.4101,0.83427,0.821,7.3776,2.2589,0.90077,0.99869
2012,1,0.68204,0.55763,0.69139,0.78582,0.69565,0.48013,0.4875,0.19362,0.71715,0.36422,0.64565,0.84496,1.3487,0.29669,0.95876,0.25868,0.6465,0.52265,3.3255,0.54047,0.65138,0.70308
2012,2,0.5405,0.40713,0.49914,0.27048,0.47227,0.40458,0.23383,0.12734,0.51645,0.20267,0.44599,0.30457,0.43428,0.19311,0.4106,0.16008,0.45247,0.2786,1.9919,0.36548,0.52721,0.42808
2012,3,0.45092,0.4611,0.38195,0.23548,0.43329,0.36033,0.12564,0.11076,0.40383,0.13039,0.31215,0.12677,0.39761,0.17297,0.20039,0.15514,0.4199,0.59334,1.3184,0.39088,0.50645,0.31196
2012,4,0.80988,1.4032,0.91574,0.36717,0.84359,2.2946,0.53391,0.33591,1.2053,0.61397,1.0901,0.29369,0.49134,0.25422,0.32792,0.42669,0.53075,1.1132,1.1309,0.46206,1.5918,1.2162
2012,5,0.98076,1.9415,1.288,1.3594,1.2227,1.4955,0.72734,0.40691,1.2744,0.66014,1.2727,1.0978,1.4095,0.54307,1.0019,0.51071,0.68275,1.5621,1.1861,1.4402,2.0096,1.3894
2012,6,1.3494,2.5639,3.8934,3.845,1.7674,2.0062,1.0429,0.57645,1.7171,0.79821,1.7497,4.884,2.6446,3.8011,6.7232,0.73249,1.027,2.1994,1.8975,2.9841,2.6199,1.7921
2012,7,2.8142,2.8076,3.6717,9.8322,2.2405,2.8966,1.6054,0.80486,2.1975,1.2181,3.3214,8.3891,6.1503,7.108,14.67,1.1055,1.2937,3.0143,2.9414,6.6116,2.9519,2.2064
2012,8,4.0471,2.8756,3.0381,5.8977,2.7332,2.9564,1.7981,1.6564,2.6018,1.1599,2.8716,3.9672,3.6271,3.0905,6.954,3.9821,1.864,4.3562,6.4471,2.8845,3.0633,2.2992
2012,9,4.402,3.1845,3.9421,6.0963,3.0377,3.1733,2.1351,2.0551,2.937,1.4511,4.4869,4.5337,7.1992,2.8125,6.9025,3.0283,1.9237,3.4085,5.8902,4.684,3.3827,2.3044
2012,10,1.1658,1.7365,1.1592,5.664,2.1027,2.095,2.137,0.83164,2.3084,1.1699,1.5776,4.3359,7.1802,1.93,4.7932,1.1876,1.5506,2.2768,5.7761,6.2426,2.1702,1.7124
2012,11,1.0019,1.2308,0.92944,10.738,1.6402,1.819,1.8974,0.6516,1.7892,0.88839,1.1389,5.3853,10.511,1.7247,5.8027,1.0884,1.492,2.0706,13.466,10.617,1.5497,1.2962
2012,12,0.77648,0.65267,0.61059,1.9774,0.99704,0.34058,1.0309,0.32643,0.98784,0.43119,0.63562,1.6621,1.8525,0.85724,2.0336,0.61373,1.1376,1.085,3.6465,1.0326,0.87735,0.69063
2013,1,0.55264,0.34062,0.38816,0.69345,0.59778,0.057979,0.49933,0.15992,0.52676,0.21507,0.34943,0.77449,0.76731,0.47962,1.1269,0.29532,0.80995,0.51207,2.4125,0.54018,0.46683,0.3642
2013,2,0.41646,0.22435,0.28244,0.2455,0.37735,0.074583,0.26389,0.083821,0.2913,0.10379,0.21018,0.26905,0.33304,0.26377,0.48924,0.15406,0.56359,0.28417,1.3283,0.34766,0.29929,0.18951
2013,3,0.39608,0.40731,0.32304,0.30199,0.3867,0.95043,0.36752,0.12715,0.48832,0.34659,0.44401,0.11699,0.37248,0.21965,0.23134,0.19705,0.45986,0.52426,0.86249,0.41924,0.5484,0.47365
2013,4,0.76603,1.3596,0.88014,0.71018,0.80837,1.0034,0.29892,0.30201,0.96418,0.31668,0.96314,0.29075,0.88691,0.27966,0.30843,0.35472,0.52248,1.0829,0.82015,0.6426,1.443,1.0338
2013,5,3.6148,2.2586,1.288,1.9137,1.497,2.9236,0.93324,0.52165,1.556,0.85301,1.3927,1.1185,2.0162,0.52913,0.9312,0.77371,1.2202,2.8305,2.0153,1.4499,2.1813,1.4523
2013,6,3.1872,2.3476,1.4792,3.9088,1.8147,2.0168,1.0472,0.60835,1.8087,0.77482,1.5621,4.9556,2.6261,4.285,5.874,0.94121,1.484,3.1417,2.575,2.6921,2.4651,1.4294
2013,7,4.2948,2.8915,3.0438,6.0418,2.6052,6.2937,5.0287,3.7728,5.6464,2.2104,4.501,4.345,3.1858,2.473,7.0803,5.9377,1.912,4.2374,3.3278,3.584,3.422,5.2843
2013,8,14.86,5.9429,13.941,3.9283,11.693,8.325,9.2693,9.9204,13.011,7.5137,14.364,2.5725,3.5758,1.9233,4.8723,11.535,6.6294,6.7459,9.2527,2.2619,6.0899,10.908
2013,9,8.0938,4.9615,5.264,6.7019,6.6241,2.4625,2.1179,3.5461,4.0623,2.0303,4.4509,4.7071,7.4013,2.4783,6.5369,4.3459,7.1566,5.9403,10.802,4.6732,4.4902,2.3078
2013,10,1.3803,2.7999,1.4344,3.9286,2.9257,1.2619,1.6306,0.88834,2.2007,1.2999,1.7077,5.3964,7.4595,2.1688,6.0337,1.1445,2.6823,3.4296,6.5216,6.5481,2.9885,1.9193
2013,11,4.342,2.8817,4.9824,9.8994,4.5027,6.7736,7.6074,2.3658,3,2.7706,6.0195,5.1489,14.413,1.9417,4.2102,4.8985,4.8428,3.5445,22.821,9.9525,3.0471,5.5376
2013,12,1.3205,1.5783,1.294,2.2792,2.3367,1.2874,1.8932,0.71676,1.9514,1.4204,1.5531,1.5186,3.5775,0.73625,1.855,1.0828,2.4588,1.8731,7.0401,1.5015,1.6932,1.629
2014,1,1.0112,0.7905,0.85322,1.1686,1.4275,0.18091,0.90564,0.34993,1.0215,0.56625,0.82265,0.72819,2.373,0.4729,1.0256,0.55997,1.8564,0.85664,2.9011,0.98367,0.86956,0.78983
2014,2,0.91232,0.77996,0.68852,0.3706,1.04,0.16272,0.38277,0.22321,0.70242,0.24717,0.62481,0.27,0.64148,0.26786,0.4462,0.3035,1.3099,0.50407,1.7079,0.38304,0.76028,0.51081
2014,3,0.80507,0.74892,0.56883,0.26529,0.82777,0.56021,0.25654,0.20502,0.63261,0.24445,0.51582,0.13065,0.37899,0.24503,0.2302,0.29014,0.97181,0.69505,1.129,0.37668,0.76296,0.46675
2014,4,0.88537,1.1307,0.69891,0.63908,0.92092,1.183,0.31192,0.29153,0.86043,0.37283,0.70908,0.2898,0.75574,0.22967,0.28822,0.39519,0.87268,1.2537,1.0873,0.71192,1.1892,0.77917
2014,5,0.89939,1.495,0.79001,1.5561,1.0698,2.4657,0.96166,0.38704,1.2118,0.77906,1.0828,1.0931,1.4744,0.52692,0.93967,0.58365,0.91212,1.855,1.257,1.4021,1.7183,1.1928
2014,6,9.6613,4.9885,14.481,6.1219,3.6813,2.7792,1.3874,4.8557,5.3854,1.0768,11.879,4.7582,3.0526,3.3876,5.1266,3.6829,1.6417,4.0786,2.2611,3.0848,5.0775,7.297
2014,7,8.4951,4.6009,6.7806,6.281,7.3292,3.5391,2.1211,4.1477,5.1937,1.8214,6.1428,2.5737,3.3895,1.9606,7.0529,5.4297,2.088,4.6986,3.0363,3.6114,4.9372,2.318
2014,8,2.5189,3.0904,1.4746,5.4597,3.068,5.0678,8.2556,1.4586,3.6677,4.6858,3.739,3.7552,3.547,1.2594,3.9219,3.5638,2.0767,3.9376,3.4546,2.2608,3.9046,2.3113
2014,9,1.1196,1.6653,0.96701,5.866,2.1817,2.018,2.1776,0.74638,2.1811,1.7383,1.3532,4.2422,6.5945,1.6924,5.798,1.1569,1.7395,2.6147,3.6162,4.6441,2.3548,1.4312
2014,10,1.1457,1.6855,1.0067,6.1966,2.0361,1.1601,1.5203,0.67668,1.9109,1.0196,1.2954,5.4275,8.2594,2.1807,6.1515,1.065,1.8683,2.6187,9.8271,6.6508,2.0844,1.2403
2014,11,1.3018,1.5213,1.0514,7.9215,1.8098,1.6542,1.2247,0.59239,1.6573,0.83995,1.2081,2.5604,10.486,2.0001,4.236,0.99559,1.8345,2.0632,10.453,9.1124,1.7454,1.2845
2014,12,1.0579,0.82537,0.71593,1.9006,1.1091,0.68456,0.85444,0.31945,0.97956,0.55068,0.72357,1.4587,2.3688,0.85125,1.8559,0.59136,1.4183,1.1968,3.6444,1.1564,1.0321,0.75799
2015,1,0.76604,0.46614,0.47557,0.64127,0.68642,0.17858,0.42531,0.16279,0.54189,0.25155,0.418,0.62314,0.85618,0.41246,0.93931,0.2927,0.97587,0.5674,2.2766,0.56602,0.60023,0.41819
2015,2,0.54694,0.26975,0.30367,0.24396,0.43135,0.084841,0.19241,0.080639,0.33198,0.11016,0.2502,0.24189,0.37455,0.25731,0.40197,0.15507,0.65788,0.28339,1.2534,0.36246,0.35706,0.22116
2015,3,0.46354,0.28799,0.25237,0.27733,0.37139,0.43937,0.19008,0.098793,0.34012,0.16043,0.26331,0.11209,0.33963,0.21154,0.18929,0.15593,0.51373,0.4765,0.91498,0.36817,0.36784,0.24859
2015,4,0.39311,0.3715,0.30259,0.52503,0.38061,0.94776,0.32287,0.13623,0.46416,0.2889,0.35779,0.27467,0.54044,0.28234,0.2806,0.19041,0.39837,0.62217,0.65516,0.62998,0.54878,0.54045
2015,5,0.52418,0.86108,0.49923,1.5594,0.65426,2.6494,1.3721,0.29018,0.94539,1.0658,0.71442,1.0501,1.2293,0.58394,0.97959,0.43185,0.54137,1.3321,0.96839,1.3514,1.1753,1.0509
2015,6,1.1005,2.9838,1.4649,3.4218,2.0675,3.7839,1.9518,0.91226,2.3711,1.4597,3.8183,2.2138,2.5593,1.0433,1.9999,1.1987,1.2399,3.4502,2.267,2.5393,3.1775,2.316
2015,7,11.567,5.0133,11.59,5.8512,7.7364,6.4454,8.1609,6.6602,9.277,5.5677,12.458,4.3039,3.2656,1.4542,5.7824,7.6523,1.7863,4.4935,2.88,3.5348,5.1147,8.8812
2015,8,9.1992,4.9415,8.8155,5.7682,7.7043,5.697,6.8181,5.64,7.2088,5.8189,9.5392,4.0188,5.9251,2.5761,5.9703,7.0287,2.3292,5.3467,4.1824,2.5264,5.1546,6.4862
2015,9,2.2984,3.5243,3.3619,7.4966,3.175,2.8069,2.4133,1.4595,2.9035,2.3265,3.871,4.5563,7.2538,2.4805,6.6452,1.7867,2.1898,3.6724,4.6903,4.6799,3.8913,2.3149
2015,10,1.8264,2.6131,1.8688,6.1492,2.8547,1.6929,2.0438,0.9148,2.5484,1.704,2.1337,6.1324,8.8809,5.5489,8.0631,1.1616,2.1212,2.687,12.29,6.6653,2.9119,2.1489
2015,11,2.5567,1.8673,1.2545,6.4459,2.4652,1.5519,1.6204,0.6781,1.9315,0.95114,1.4815,2.5697,13.314,1.2218,2.3882,1.0322,2.4761,2.2243,20.198,7.4615,1.8795,1.5894
2015,12,1.0905,0.8867,0.81546,1.8368,1.4935,0.23443,0.80053,0.32688,1.0228,0.39562,0.83799,1.4679,2.6337,0.66878,1.5886,0.54553,1.9104,1.0261,3.6982,1.0996,0.98849,0.75924
2016,1,0.82111,0.5039,0.54122,0.67345,0.90992,0.15777,0.41594,0.17189,0.57279,0.23062,0.48954,0.60801,1.0848,0.35848,0.7837,0.2824,1.359,0.50711,2.52,0.58012,0.58497,0.44391
2016,2,0.58432,0.31531,0.37272,0.2369,0.5635,0.067071,0.18389,0.087287,0.34596,0.11261,0.28292,0.25484,0.3424,0.24412,0.36833,0.13419,0.90763,0.24564,1.3768,0.31571,0.3649,0.2478
2016,3,0.4991,0.40889,0.32473,0.28835,0.51861,0.53483,0.18698,0.12981,0.39476,0.15911,0.28465,0.14786,0.42367,0.28186,0.2383,0.18846,0.72638,0.63795,1.1153,0.40947,0.44346,0.29141
2016,4,0.58393,0.64694,0.37407,0.94802,0.51602,1.0754,0.32057,0.17233,0.54559,0.30685,0.41833,0.40254,1.1653,0.25389,0.45294,0.22585,0.61551,0.93204,1.2202,1.0023,0.69274,0.44148
2016,5,0.99799,1.4077,0.62603,1.2443,0.85177,1.6556,0.55944,0.25475,0.77088,0.51615,0.71701,0.75233,1.3794,0.40215,0.75619,0.35639,0.85409,1.4711,1.5485,1.4803,1.1455,0.82418
